title	description	start_date	end_date	link	image	category	location
Friday Night Unplugged @ Urban Solace	Friday Night Unplugged @ Urban Solace is one of the oldest experiences in Urban Solace and has been the platform for the launch of hundreds of musicians and artists with a desire to have their...	-	-	https://insider.in/friday-night-unplugged-urban-solace-jun20-2025/event	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUzK-IiVm5SGTV7kT6YFaMk9zW6iMP793mxljXOAMk_g&s	music	Urban Solace, 32, Annaswamy Mudaliar Rd, Ulsoor, Bengaluru, Karnataka, India
Matthew Ifield	Find tickets for Matthew Ifield at GYLT in Bengaluru on 6/19/2025 at 8:00 PM	-	-	https://open.spotify.com/concert/3HiSV6VHsjZF6QchcAxKY9	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStJp06fbBfbTB7Jx5lMzLD-LkNrzxwXXbudJQci9OW5xXMCG1WYWxpIRNIQw&s=10	music	GYLT, 22, Hennur Bagalur Main Rd, Bengaluru, Karnataka, India
Twilight Tunes – 2025, Mausam Mastana	"SriPrasthuthi Trust proudly presents ""Mausam Mastana"", a soul-stirring musical evening that promises to transport the audience to the golden era of Bollywood music. This enchanting program..."	-	-	https://sriprasthuthi.org/events/2025-06-22/	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCPk2QnmOcdzMh7pUs8KAlqpoSeOgzGJ7qDEHaxt85cA&s=10	music	JSS Auditorium, JSS Educational Complex, Jagadguru Sri Shivarathreeswara Circle, 1st Main Rd, near by Nethradhama Eye Hospital, 8th Block, Jayanagar, Bengaluru, Karnataka, India
Tipsyaana Shaam	Immerse yourself in an evening of divine resonance at Tipsyyaana Shaam Sufi Night at Tipsy Bull Whitefield. Let the mesmerizing voice of Hemant Raagi and his band transport you through timeless...	-	-	https://highape.com/bangalore/events/tipsyaana-shaam-4qr4eBqpWy	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTBKz69LsmJPmx94VYFssEOK3lYi5ZyZXihrDahYTokRQ&s	music	Tipsyy Bull Brewhouse And Kitchen - Whitefield, 13/4, Hoodi Main Road, Graphite India Main Rd, Signal, Bengaluru, Karnataka, India
Rock Around The World ft. The Adhir Punja Project	Rock Around The World Ft. The Adhir Punja ProjectThe Adhir Punja Project is who they are! Performing well-known English, Hindi, Tamil, and Kannada songs in their own distinctive style. Always...	-	-	https://www.district.in/events/rock-around-the-world-ft-the-adhir-punja-project-jun28-2025-buy-tickets	-	music	Hard Rock Cafe Bengaluru, 40, St Mark's Rd, Bengaluru, Karnataka, India
Trending Thursday Ft Martin Dsouza	Highlights DJ Night ft Martin DSouza Non-Stop Music EDM TechnoNight Dance Floor Mouth-Watering Appetizers CocktailsandMocktails Get ready for an epic night and fun!Were thrilled to feature the...	-	-	https://highape.com/bangalore/events/mad-thursday-ft-martin-dsouza-x-dj-roan-2arD8xgard	-	music	Happy Brew Bar & Kitchen, 5th Block, 40, 4th B Cross, Koramangala Industrial Layout, Koramangala, Bengaluru, Karnataka, India
VILEN LIVE | BANGALORE	Buzzspark & Btwon PresentsVilen Live - Bengaluru🎤 Vilen, the soulful singer-songwriter from Delhi, is all set to take the stage with his much-awaited India Tour,Known for his introspective lyrics...	-	-	https://insider.in/vilen-live-bengaluru-jun27-2025/event	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYvZgyjlP9hDPUPSWpVGFtQHKW-mZ8Fh8UwMWahZ4pkA&s	music	Ignite Super Club, 26, Haralur Main Rd, near HP Petrol Station, Amblipura, PWD Quarters, Ambalipura, HSR Layout, Bengaluru, Karnataka, India
Sundowner Raga	SUNDOWNER RAGA RETURNS 🔥Bengaluru — brace yourselves for a musical rampage!Headlining this ritual: Siva Prayojan / Raudri, Beyond Charlie, and Zeenix — who’s bringing high-energy sets to blow the...	-	-	https://insider.in/sundowner-raga-jun22-2025/event	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSCXdjaG0jxuBvabo2142pDzFL_CfHwePVnRX7VRlX3QA&s	music	Kitty Ko, HOTEL, THE LALIT ASHOK, Kumara Park East, Seshadripuram, Bengaluru, Karnataka, India
Festival Friday	Highlights DJ Night ft DJ Manny Nonstop Music Bollywood Music UK Punjabi Commercial Music Vibrant Atmosphere Unstoppable Energy Mouthwatering Appetizers Cocktails and Mocktails Festival Friday...	-	-	https://highape.com/bangalore/events/festival-friday-K7rOP96yWl	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ855E0Vw-utGT6CvHvIn092pS3X73zmeWrXDIrEm8fuQ&s	music	Ginza, 27, 4th B Cross, 5th Block, Koramangala, Bengaluru, Karnataka, India
Suit And Panda	Highlights DJ Night EDM and Techno Nonstop Music Cocktails and Mocktails Great Ambeince Get ready for a night of electrifying performances featuring the sensational Suit & Panda alongside an...	-	-	https://highape.com/bangalore/events/suit-and-panda-aVWQXNPnrO	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSb13DpCuxpx90IdW2wFEkgSyUHFFIY0Dg4FEEuLkWHt25jfeW66AsqDE9HVw&s	music	ZOZO THE CLUB, A-1, D Rajgopala, nagar, Sanjay Nagar Main Rd, Bengaluru, Karnataka, India
SAAZ-E-DLL by Rishab Chauhan and Group	Saaz-e-Dil – Performing Live by Rishabh Chauhan & Group – is an enchanting musical experience that takes you on a soulful journey through the world of Sufi and Qawwali melodies. Let your heart...	-	-	https://www.district.in/events/saazedll-by-rishab-chauhan-and-grp-jun21-2025-buy-tickets	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaEviwpQRp2kFJI8Zy6Zqm34rg4WxsxxNB0RprRplGjw&s	music	2nd & 3rd floor, Bloom Creative Zone - HSR, AJ Towers, #1174, Bloom Creative Zone - HSR, 24th Main Rd, above Axis Bank, Sector 2, HSR Layout, Bengaluru, Karnataka, India
Jam Eve - A Jamming Show × Open Mic	Highlights High-energy jam session and open mic Platform for singers, musicians, poets & performers A creative, welcoming space for self-expression Connect with like-minded artists and music...	-	-	https://highape.com/bangalore/places/catch-up-bangalore	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQrAv4hoYDiT7IyEuZGLb_VsaVO31kYDqcK-B0ufQP-vg&s	music	CatchUp- Club, Brew House and Rooftop HSR Layout Bangalore, 253, 17th Cross Rd, 6th Sector, HSR Layout, Bengaluru, Karnataka, India
